path,quality,folder,fruit,source,label
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153605.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153606.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153607.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153608.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153609.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153609_1.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153610.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153611.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153612.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153613.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153613_1.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153614.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153615.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153615_1.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153616.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153617.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153617_1.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153618.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153619.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153620.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153621.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153621_1.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153622.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153623.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153623_1.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153624.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153625.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153626.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_20190924_153626_1.jpg,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2020.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2021.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2022.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2023.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2024.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2025.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2026.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2027.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2028.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2029.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2030.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2031.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2032.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2033.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2034.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2035.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2036.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2037.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2038.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2039.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2040.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2041.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2042.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2043.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2044.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2045.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2046.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2047.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2048.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2049.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2084.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2085.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2086.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2087.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2088.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2089.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2090.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2091.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2092.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2093.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2094.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2095.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2096.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2097.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2098.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2099.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2100.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2101.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2102.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2103.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2104.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2105.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2106.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2107.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2108.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2109.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2110.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2111.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2112.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2113.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2114.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2115.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2116.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2117.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2118.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2119.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2120.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2121.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2122.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2123.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2126.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2128.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2129.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2130.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2131.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2132.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2133.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2172.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2173.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2174.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2175.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2176.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2177.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2178.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2179.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2180.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2181.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2182.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2183.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2184.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2185.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2186.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2187.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2188.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2189.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2190.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2191.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2192.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2193.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2194.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2195.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2203.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2204.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2205.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2206.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2207.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2208.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2209.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2210.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2211.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2212.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2213.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2214.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2215.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2216.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2217.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2218.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2219.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2220.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2221.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2222.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2223.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2224.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2225.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2226.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2227.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2228.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2229.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2230.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2231.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2232.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2233.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2443.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2444.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2445.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2446.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2447.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2448.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2449.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2450.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2451.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2452.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2453.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2454.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2455.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2456.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2457.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2458.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2459.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2460.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2461.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2462.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2463.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2464.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2465.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2466.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2467.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2468.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2469.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2470.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2471.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2472.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2473.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2474.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2475.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2476.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2477.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2478.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2520.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2521.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2522.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2523.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2524.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2525.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2526.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2527.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2528.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2529.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2530.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2531.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2532.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2533.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2534.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2535.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2536.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2537.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2538.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2539.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2540.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2541.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2542.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2543.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2544.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2545.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2548.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2549.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2550.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2551.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2552.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2553.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2554.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2555.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2556.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2557.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2558.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2559.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2562.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2563.JPG,Premium,Good,Orange,Kaggle,0.0
..\..\data\external\Good Quality_Fruits\Orange_Good\IMG_2564.JPG,Premium,Good,Orange,Kaggle,0.0
