path,quality,fruit,source,label
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144207_23161.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144207_23162.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144207_23163.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144209.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144209_23164.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144209_23165.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144209_23166.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144209_23167.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144211.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144211_23168.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144211_23169.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144211_23170.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144211_23171.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144216.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144216_23172.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144216_23173.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144216_23174.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144216_23175.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144225.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144225_23176.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144225_23177.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144225_23178.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144225_23179.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144240.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144240_23180.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144240_23181.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144240_23182.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144240_23183.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144242.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144242_23184.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144242_23185.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144242_23186.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144242_23187.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144244.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144244_23188.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144244_23189.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144244_23190.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144244_23191.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144248.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144248_23192.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144248_23193.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144248_23194.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144248_23195.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144250.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144250_23196.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144250_23197.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144250_23198.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144250_23199.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144303.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144303_23200.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144303_23201.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144303_23202.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144303_23203.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144305.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144305_23204.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144305_23205.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144305_23206.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144305_23207.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144314.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144314_23208.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144314_23209.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144314_23210.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144314_23211.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144319.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144319_23212.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144319_23213.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144319_23214.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144319_23215.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144324.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144324_23216.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144324_23217.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144324_23218.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144324_23219.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144329.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144329_23220.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144329_23221.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144329_23222.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144329_23223.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144331.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144331_23224.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144331_23225.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144331_23226.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144331_23227.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144332.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144332_23228.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144332_23229.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144332_23230.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144332_23231.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144336.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144336_23232.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144336_23233.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144336_23234.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144336_23235.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144338.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144338_23236.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144338_23237.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144338_23238.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144338_23239.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144342.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144342_23240.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144342_23241.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144342_23242.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144342_23243.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144344.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144344_23244.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144344_23245.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144344_23246.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144344_23247.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144347.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144347_23248.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144347_23249.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144347_23250.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144347_23251.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144349.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144349_23252.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144349_23253.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144349_23254.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144349_23255.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144351.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144351_23256.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144351_23257.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144351_23258.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144351_23259.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144356.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144356_23260.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144356_23261.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144356_23262.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144356_23263.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144400.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144400_23264.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144400_23265.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144400_23266.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144400_23267.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144428.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144428_23268.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144428_23269.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144428_23270.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144428_23271.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144430.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144430_23272.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144430_23273.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144430_23274.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144430_23275.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144433.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144433_23276.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144433_23277.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144433_23278.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144433_23279.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144441.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144441_23280.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144441_23281.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144441_23282.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144441_23283.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144445.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144445_23284.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144445_23285.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144445_23286.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144445_23287.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144450.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144450_23288.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144450_23289.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144450_23290.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144450_23291.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144522.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144522_23292.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144522_23293.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144522_23294.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144522_23295.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144524.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144524_23296.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144524_23297.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144524_23298.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144524_23299.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144613.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144613_23300.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144613_23301.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144613_23302.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144613_23303.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144614.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144614_23304.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144614_23305.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144614_23306.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144614_23307.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144616.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144616_23308.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144616_23309.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144616_23310.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144616_23311.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144617.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144617_23312.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144617_23313.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144617_23314.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144617_23315.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144620.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144620_23316.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144620_23317.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144620_23318.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144620_23319.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144622.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144622_23320.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144622_23321.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144622_23322.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144622_23323.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144629.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144629_23324.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144629_23325.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144629_23326.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144629_23327.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144630.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144630_23328.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144630_23329.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144630_23330.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144630_23331.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144633.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144633_23332.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144633_23333.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144633_23334.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144633_23335.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144636.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144636_23336.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144636_23337.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144636_23338.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144636_23339.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144637.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144637_23340.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144637_23341.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_144637_23342.jpg,Premium,Pomegranate,Kaggle,0
